Time window [min.], STEP_DOMAIN, START_UPPER, STEP_UPPER, START_LOWER, STEP_LOWER, day,dataInstance,checkAircraftBreakdownPeriod,checkAircraftCapacity,checkAircraftCreation,checkAircraftSwap,checkAirportCapacity,checkCancellationofCreatedRotation,checkFixedFlights,checkFlight,checkItinerary,checkPassengerReac,checkRotation,Cost [EURO],Solution time [sec.],totalDelay,totalCancel,newFlight,taxiFlight,species
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1530,B_03,0,0,0,0,0,0,0,0,16166,7168,0,17678534.15,1005.772241,22200,99,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1530,XB03_DATA,0,0,0,0,0,0,0,0,17093,7855,46,25337233.2,991.4951468,29880,109,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1532,B_04,0,0,0,0,0,0,0,0,22031,9415,0,20380647.75,1166.268259,37680,124,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1533,B_09,0,0,0,0,0,0,0,0,19131,9379,0,24446483.8,1177.085046,37680,124,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1534,B_02,0,0,0,0,0,0,0,0,21933,12103,60,36677402.4,1253.625247,29040,208,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1535,A05_6088570,0,0,0,0,0,0,0,0,24836,17106,0,15999714.5,1319.71267,128700,96,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1535,B_07,0,0,0,0,0,0,0,0,18871,11706,60,44735968.8,1302.557589,29040,208,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1535,XA04_DATA,0,0,0,0,0,0,0,0,21786,14299,46,22324200.6,1343.456855,117120,112,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1536,A10_6088590,0,0,0,0,0,0,0,0,24240,13533,0,19196691.9,1355.178503,128700,96,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1536,XA02_DATA,0,0,0,0,0,0,0,0,21878,19222,46,19181080.4,1373.574322,117120,112,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1538,B_10,0,0,0,0,0,0,0,0,15746,33723,0,118434483.7,1512.855496,64740,357,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1539,B_05,0,0,0,0,0,0,0,0,12352,34085,0,95690750.9,1530.373834,64740,357,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1539,XB04_DATA,0,0,0,0,0,0,0,0,16938,34928,45,119094035,1534.038588,68880,389,-1,-1,Default pincer speed
1021,60,3.00E+12,1.00E+11,40000,10000,20210323_1539,XB02_DATA,0,0,0,0,0,0,0,0,12097,34396,45,95974247.9,1577.851156,62040,359,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,18.07135272,1260,0,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,19.11442876,1500,3,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,22.71211195,1500,8,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,21.4687767,1500,8,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,21.35776877,1260,0,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,30.13524365,2580,0,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,23.3727262,1500,3,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1555,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,36.37387991,2580,0,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1557,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,156.5807436,24180,1,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1557,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,166.4966509,24180,1,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1559,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,285.3730099,0,8,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1601,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,392.7176504,0,1,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1606,B_03,0,0,0,0,0,0,0,0,20417,8022,0,18481652.1,674.1614614,35040,101,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1606,B_08,0,0,0,0,0,0,0,0,17943,7445,0,21477335.65,714.9776309,35040,101,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1603,X03_DATA,0,0,0,0,0,0,0,0,19537,1616,0,5508849.2,487.3773465,56340,9,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1601,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2487521.9,371.0679936,42240,8,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1609,B_09,0,0,0,0,0,0,0,0,19808,7948,0,22735433.05,854.013988,38880,117,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1609,B_06,0,0,0,0,0,0,0,0,15903,6594,0,20117658.25,856.8119311,26520,95,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1609,B_01,0,0,0,0,0,0,0,0,17188,7080,0,17224058.55,872.0057406,26520,95,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1609,B_04,0,0,0,0,0,0,0,0,21352,8248,0,19118226.45,909.6711962,38880,117,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1610,XB01_DATA,0,0,0,0,0,0,0,0,20502,7803,57,19620643.6,927.0671048,32220,103,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1611,XB03_DATA,0,0,0,0,0,0,0,0,17263,8036,103,24868027.65,996.2458224,30600,107,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1612,XA02_DATA,0,0,0,0,0,0,0,0,24348,17065,46,16804937.35,1058.745474,124680,102,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1613,XA04_DATA,0,0,0,0,0,0,0,0,23574,12579,46,19692790.35,1105.972223,124680,102,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1613,A05_6088570,0,0,0,0,0,0,0,0,25445,15550,0,14433590.65,1119.313066,143160,83,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1614,A10_6088590,0,0,0,0,0,0,0,0,26440,10813,0,17176327.25,1152.985894,143160,83,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1615,B_02,0,0,0,0,0,0,0,0,22188,11926,60,36252714.5,1237.000537,30120,206,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1615,B_07,0,0,0,0,0,0,0,0,18871,11438,60,44139021.2,1263.893543,30120,206,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1622,XB02_DATA,0,0,0,0,0,0,0,0,15052,34181,45,95067024.4,1652.615609,75780,366,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1622,B_05,0,0,0,0,0,0,0,0,14712,34227,0,94992483.9,1664.347773,73920,356,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1622,B_10,0,0,0,0,0,0,0,0,16839,34804,0,118188645,1676.588674,73920,356,-1,-1,Default pincer speed
1081,60,3.00E+12,1.00E+11,40000,10000,20210323_1622,XB04_DATA,0,0,0,0,0,0,0,0,18200,35874,45,118598208.8,1678.835868,87540,403,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,18.67738056,1500,3,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,19.02640867,1260,0,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,20.38850737,1260,0,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,17.96833301,1500,8,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,21.09155893,1500,3,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1745,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,18.92639995,1500,8,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1746,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,34.85160637,2580,0,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1746,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,33.81353021,2580,0,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1748,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,158.1358747,24180,1,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1748,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,156.7247689,24180,1,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1752,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2487521.9,416.1430857,42240,8,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1751,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,346.6244349,0,8,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1753,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,446.9563613,0,1,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1758,B_08,0,0,0,0,0,0,0,0,18028,7092,0,21270807.65,767.9254782,35940,101,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1759,B_03,0,0,0,0,0,0,0,0,20757,7713,0,18286579.7,804.069658,35940,101,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1754,X03_DATA,0,0,0,0,0,0,0,0,19537,1755,0,5510748.2,558.656672,56520,9,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1800,B_06,0,0,0,0,0,0,0,0,15988,5474,0,19857512.25,899.4934106,25020,96,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1800,XB03_DATA,0,0,0,0,0,0,0,0,18623,7811,103,24805727.95,885.8730333,31980,106,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1801,B_04,0,0,0,0,0,0,0,0,21267,8248,0,19291054.95,950.0098386,37980,117,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1801,B_01,0,0,0,0,0,0,0,0,16933,6094,0,16976934.05,959.8525681,25020,96,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1801,B_09,0,0,0,0,0,0,0,0,19553,7813,0,22936471.85,982.3982878,37980,117,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1802,XB01_DATA,0,0,0,0,0,0,0,0,20842,7625,57,19498958.4,990.1171954,33120,103,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1805,A05_6088570,0,0,0,0,0,0,0,0,28897,15249,0,14258916.35,1206.814151,147540,77,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1806,A10_6088590,0,0,0,0,0,0,0,0,27631,12289,0,17473708.1,1228.038212,147540,77,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1806,XA04_DATA,0,0,0,0,0,0,0,0,26373,15025,46,19855200.7,1227.535177,138240,99,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1806,XA02_DATA,0,0,0,0,0,0,0,0,26962,17456,46,16115770.3,1265.829359,138240,99,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1806,B_02,0,0,0,0,0,0,0,0,21848,12508,60,36127713.4,1264.793284,32160,204,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1807,B_07,0,0,0,0,0,0,0,0,18616,11887,60,43695034,1305.147831,32160,204,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1811,B_10,0,0,0,0,0,0,0,0,20655,35405,0,116311159.7,1564.400015,92400,364,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1812,B_05,0,0,0,0,0,0,0,0,17679,34556,0,93929588.8,1583.839464,92400,364,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1812,XB02_DATA,0,0,0,0,0,0,0,0,17509,35722,45,94549481.9,1593.152876,82020,367,-1,-1,Default pincer speed
1141,60,3.00E+12,1.00E+11,40000,10000,20210323_1812,XB04_DATA,0,0,0,0,0,0,0,0,21081,37468,45,118041647,1632.241706,86820,367,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1836,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,18.3078804,1260,0,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1836,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,19.47296906,1500,3,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,20.08201361,1260,0,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,22.81035995,1500,8,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,23.67040467,1500,8,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,20.99321032,1500,3,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,35.80053973,2580,0,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1837,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,34.76346302,2580,0,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1839,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,160.2379487,24180,1,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1839,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,170.4607513,24180,1,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1842,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,374.9175711,0,8,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1844,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2487653.9,446.0513518,42240,8,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1849,B_08,0,0,0,0,0,0,0,0,17603,7370,0,21606507.25,777.6760347,32340,102,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1844,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,474.9810231,0,1,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1851,B_03,0,0,0,0,0,0,0,0,19058,7493,0,18392901.6,878.7110941,32340,102,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1852,B_01,0,0,0,0,0,0,0,0,17273,7090,0,17555330.85,937.4958432,25200,101,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1848,X03_DATA,0,0,0,0,0,0,0,0,19537,1848,0,5512299.2,683.0321517,56340,9,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1852,B_06,0,0,0,0,0,0,0,0,16243,6383,0,20501129.15,953.8177729,25200,101,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1853,XB01_DATA,0,0,0,0,0,0,0,0,20162,7764,57,19658735.1,990.7915111,34920,103,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1854,A05_6088570,0,0,0,0,0,0,0,0,28053,17580,0,14334539.95,1092.888627,158160,75,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1854,XB03_DATA,0,0,0,0,0,0,0,0,18113,8444,103,25242234.35,1083.935821,32580,110,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1855,A10_6088590,0,0,0,0,0,0,0,0,26859,14135,0,16958806.65,1143.010868,158160,75,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1855,XA04_DATA,0,0,0,0,0,0,0,0,24595,15008,46,19906140.85,1153.863627,144420,97,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1856,XA02_DATA,0,0,0,0,0,0,0,0,26019,17705,46,16332129.95,1159.623053,144420,97,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1856,B_04,0,0,0,0,0,0,0,0,18802,8438,0,19179376.65,1175.062877,35760,116,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1856,B_09,0,0,0,0,0,0,0,0,18363,7909,0,22878868.35,1208.110838,35760,116,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1859,B_02,0,0,0,0,0,0,0,0,21763,13055,60,36230141.9,1391.015615,34380,204,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1859,B_07,0,0,0,0,0,0,0,0,18786,12344,60,43645181.4,1392.670773,34380,204,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1906,XB02_DATA,0,0,0,0,0,0,0,0,16649,35675,45,94712015.4,1779.435609,93300,398,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1907,B_10,0,0,0,0,0,0,0,0,19720,34955,0,117161804.9,1852.855197,96540,405,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1907,B_05,0,0,0,0,0,0,0,0,17764,34733,0,94607386.9,1870.80654,96540,405,-1,-1,Default pincer speed
1201,60,3.00E+12,1.00E+11,40000,10000,20210323_1912,XB04_DATA,0,0,0,0,0,0,0,0,19813,36720,45,117450913.9,2167.222456,90360,400,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,21.14066195,1260,0,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,24.41190553,1500,8,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,26.8640871,1500,3,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,28.97424483,1260,0,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,29.86230683,1500,3,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,30.78033137,1500,8,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,40.3300817,2580,0,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1909,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,47.31080008,2580,0,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1911,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,181.6868129,24180,1,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1912,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,193.1952007,24180,1,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1914,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,354.1623836,0,8,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1915,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,419.7399247,0,1,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1916,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2487653.9,453.7634535,42240,8,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1922,XB01_DATA,0,0,0,0,0,0,0,0,20247,7629,57,19623055.2,826.8818767,35280,103,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1922,B_01,0,0,0,0,0,0,0,0,18973,7718,0,17792420.85,831.1042335,35400,101,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1923,B_08,0,0,0,0,0,0,0,0,17603,7370,0,21606507.25,870.6692877,32340,102,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1923,XB03_DATA,0,0,0,0,0,0,0,0,18708,7593,103,24704771.65,872.0023866,35040,106,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1925,A10_6088590,0,0,0,0,0,0,0,0,24831,15810,0,17638415.25,972.8513234,166140,73,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1924,B_03,0,0,0,0,0,0,0,0,19058,7493,0,18392901.6,932.2497444,32340,102,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1924,B_06,0,0,0,0,0,0,0,0,17518,7417,0,20797398.95,930.1465452,35400,101,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1925,XA04_DATA,0,0,0,0,0,0,0,0,24515,15367,46,19644275.25,1012.00872,155280,92,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1920,X03_DATA,0,0,0,0,0,0,0,0,19537,1616,0,5524584.2,712.727838,56340,9,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1926,A05_6088570,0,0,0,0,0,0,0,0,25419,20086,0,14512604.5,1035.708113,166140,73,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1926,XA02_DATA,0,0,0,0,0,0,0,0,24001,18462,46,16429396.25,1032.18681,155280,92,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1926,B_04,0,0,0,0,0,0,0,0,18802,8438,0,19179376.65,1037.640213,35760,116,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1926,B_09,0,0,0,0,0,0,0,0,18363,7909,0,22878868.35,1054.474499,35760,116,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1930,B_07,0,0,0,0,0,0,0,0,18701,12344,60,43628594.8,1315.923079,34140,204,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1931,B_02,0,0,0,0,0,0,0,0,21508,13055,60,36209065.5,1323.088611,34140,204,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1943,B_05,0,0,0,0,0,0,0,0,18758,36145,0,93513837,2061.653415,119580,352,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1943,B_10,0,0,0,0,0,0,0,0,21638,37354,0,116036938.6,2084.941137,119580,352,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1944,XB04_DATA,0,0,0,0,0,0,0,0,21816,38343,45,117270823.5,2101.72538,109200,372,-1,-1,Default pincer speed
1261,60,3.00E+12,1.00E+11,40000,10000,20210323_1944,XB02_DATA,0,0,0,0,0,0,0,0,19098,36272,45,92545680,2124.550098,115920,367,-1,-1,Default pincer speed
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,19.98198795,1500,3,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,21.08606696,1260,0,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,20.96806026,1260,0,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,20.31601095,1500,8,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,21.6411097,1500,8,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,24.00728202,1500,3,-1,-1,Faster pincer
1261,60,3.00E+12,2.00E+11,40000,20000,20210323_2011,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,33.1879611,2580,0,-1,-1,Faster pincer
