aircraft,delta1,noFlights,noCombos,singletonList,noSolutions,solution
ERJ145#4,2.7478809356689453,8,175500,[],0,[  0  -1  -1 780  60  60   0   0]
A318#2,3.6762189865112305,8,207360,[],0,[120  -1   0 660  60  60  60   0]
