C162   (Cessna 162 Skycatcher),FOCA-5,O-200,1,C162-A,
C170   (Cessna 170),FOCA-6,O-320-E2A,1,C170-A,
C172   (Cessna 172 Skyhawk),FOCA-1,IO-320-DIAD,1,C172-A,
C175   (Cessna 175 Skylark),FOCA-7,O-360-A3A,1,C175-A,
C177   (Cessna 177 Cardinal),FOCA-7,O-360-A3A,1,C177-A,
C180   (Cessna 180),FOCA-8,O-540-J3C5D,1,C180-A,
C182   (Cessna 182 Skylane),FOCA-8,O-540-J3C5D,1,C182-A,
C185   (Cessna 185 Skywagon),FOCA-4,IO-550-B,1,C185-A,
C190   (Cessna 190),FOCA-4,IO-550-B,1,C190-A,
C195   (Cessna 195),FOCA-4,IO-550-B,1,C195-A,
C205   (Cessna 205),FOCA-3,IO-540-T4A5D,1,C205-A,
C206   (Cessna 206 Super Skywagon),FOCA-4,IO-550-B,1,C206-A,
C207   (Cessna 207 Stationair 7),FOCA-4,IO-550-B,1,C207-A,
C210   (Cessna 210 Centurion),FOCA-4,IO-550-B,1,C210-A,
C21T   (Cessna 421 (turbine)),FOCA-18,TIO-540-J2B2,2,C21T-A,
C25A   (Cessna 525A Citation CJ2),1PW036,JT15D-4 series,2,C25A-A,
C25B   (Cessna 525B Citation CJ3),1PW037,JT15D-5 -5A -5B,2,C25B-A,
C25C   (Cessna 525C Citation CJ4),1AS002,TFE731-3,2,C25C-A,
C25M   (Cessna 525 Citation M2),1PW036,JT15D-4 series,2,C25M-A,
C303   (Cessna T303 Crusader),FOCA-3,IO-540-T4A5D,2,C303-A,
C310   (Cessna 310),FOCA-8,O-540-J3C5D,2,C310-A,
C320   (Cessna 320 Skyknight),FOCA-8,O-540-J3C5D,2,C320-A,
C335   (Cessna 335),FOCA-20,TSIO-520-WB,2,C335-A,
C336   (Cessna 336 Skymaster),FOCA-2,IO-360-A1B6,2,C336-A,
C337   (Cessna M337 Super Skymaster),FOCA-2,IO-360-A1B6,2,C337-A,
C340   (Cessna 340),FOCA-20,TSIO-520-WB,2,C340-A,
C402   (Cessna 402),FOCA-20,TSIO-520-WB,2,C402-A,
C404   (Cessna 404 Titan),FOCA-18,TIO-540-J2B2,2,C404-A,
C411   (Cessna 411),FOCA-18,TIO-540-J2B2,2,C411-A,
C414   (Cessna 414),FOCA-20,TSIO-520-WB,2,C414-A,
C421   (Cessna 421 Golden Eagle),FOCA-18,TIO-540-J2B2,2,C421-A,
C46   (Curtiss C-46 Commando),FOCA-9,Generic (>500hp),2,C46-A,
C500   (Cessna 500 Citation),1PW035,JT15D-1 series,2,C500-A,
C501   (Cessna 501 Citation 1SP),1PW035,JT15D-1 series,2,C501-A,
C510   (Cessna 510 Citation Mustang),1PW035,JT15D-1 series,2,C510-A,
C525   (Cessna 525 CitationJet),1PW035,JT15D-1 series,2,C525-A,
C526   (Cessna 526 CitationJet),1PW035,JT15D-1 series,2,C526-A,
C550   (Cessna 550 Citation 2),1PW036,JT15D-4 series,2,C550-A,
C551   (Cessna 551 Citation 2SP),1PW036,JT15D-4 series,2,C551-A,
C55B   (Cessna 550B Citation Bravo),1PW036,JT15D-4 series,2,C55B-A,
C560   (Cessna 560 Citation Ultra) with 1PW037 engines,1PW037,JT15D-5 -5A -5B,2,C560-A,
C560   (Cessna 560 Citation Ultra) with 1PW038 engines **,1PW038,JT15D-5C,2,C560-B,
C56X   (Cessna 560XL Citation XLS),1AS002,TFE731-3,2,C56X-A,
C650   (Cessna 650 Citation 3),1AS002,TFE731-3,2,C650-A,
C680   (Cessna 680 Citation Sovereign),7PW077,PW306A,2,C680-A,
C72R   (Cessna 172RG Cutlass RG),FOCA-1,IO-320-DIAD,1,C72R-A,
C750   (Cessna 750 Citation 10) with 6AL024 engines **,6AL024,AE3007C1,2,C750-B,
C750   (Cessna 750 Citation 10) with 8AL025 engines,8AL025,AE3007C,2,C750-A,
C77R   (Cessna 177RG Cardinal RG),FOCA-7,O-360-A3A,1,C77R-A,
C82   (Fairchild C-82 Packet),FOCA-9,Generic (>500hp),2,C82-A,
C82R   (Cessna R182 Skylane RG),FOCA-8,O-540-J3C5D,1,C82R-A,
C97   (Boeing C-97 Stratofreighter),FOCA-9,Generic (>500hp),4,C97-A,
CA25   (Commonwealth CA-25 Winjeel),FOCA-18,TIO-540-J2B2,1,CA25-A,
CAT   (Consolidated PBY Catalina),FOCA-9,Generic (>500hp),2,CAT-A,
CE22   (Chernov Che-22 Corvette),FOCA-13,Rotax 582 DCDI,2,CE22-A,
CE25   (Chernov Che-25),FOCA-15,Rotax 912S,2,CE25-A,
CE43   (Cerva CE-43 Guepard),FOCA-3,IO-540-T4A5D,1,CE43-A,
CH20   (Zenair CH-200 Z�nith),FOCA-5,O-200,1,CH20-A,
CH30   (Zenair CH-300 Tri-Z�nith),FOCA-6,O-320-E2A,1,CH30-A,
CH64   (Zenair CH-640 Zodiac),7GE099,GE90-115B,1,CH64-A,
CJ1   (Corby CJ-1 Starlet),FOCA-15,Rotax 912S,1,CJ1-A,
CL2P   (Canadair CL-215),FOCA-9,Generic (>500hp),2,CL2P-A,
CL30   (Bombardier Challenger 300) with 11HN003 engines **,11HN003, HTF7000,2,CL30-A,
CL30   (Bombardier Challenger 300) with 14HN009 engines,14HN009,HTF7350,2,CL30-B,
CL35   (Bombardier Challenger 350),14HN009,HTF7350,2,CL35-A,
CL41   (Canadair CL-41 Tutor),1PW036,JT15D-4 series,1,CL41-A,
CL60   (Canadair Challenger 600) with 11GE147 engines,11GE147,CF34-10E7-B,2,CL60-B,
CL60   (Canadair Challenger 600) with 1GE034 engines,1GE034,CF34-3A,2,CL60-C,
CL60   (Canadair Challenger 600) with 1GE035 engines,1GE035,CF34-3A1,2,CL60-D,
CL60   (Canadair Challenger 600) with 1TL001 engines,1TL001,ALF 502L-2,2,CL60-A,
CL60   (Canadair Challenger 600) with 5GE084 engines **,5GE084,CF34-3B,2,CL60-E,
CMD1   (Air Command Commander 147),FOCA-1,IO-320-DIAD,1,CMD1-A,
COAR   (Cobra Arrow),FOCA-14,Rotax 912,1,COAR-A,
COL3   (Columbia Columbia 350),FOCA-4,IO-550-B,1,COL3-A,
COL4   (Columbia Columbia 400),FOCA-4,IO-550-B,1,COL4-A,
CONI   (Lockheed Constellation),FOCA-9,Generic (>500hp),4,CONI-A,
COZY   (Cosy Cosy Classic),FOCA-7,O-360-A3A,1,COZY-A,
CP10   (Cap Aviation CAP-10),FOCA-7,O-360-A3A,1,CP10-A,
CP21   (Mudry CAP-21),FOCA-2,IO-360-A1B6,1,CP21-A,
CP22   (Cap Aviation CAP-222),FOCA-8,O-540-J3C5D,1,CP22-A,
CR10   (Dyn'Aero CR-100),FOCA-7,O-360-A3A,1,CR10-A,
CRJ1   (Canadair Regional Jet RJ-100) with 1GE035 engines **,1GE035,CF34-3A1,2,CRJ1-A,CRJ100
CRJ1   (Canadair Regional Jet RJ-100) with 5GE084 engines,5GE084,CF34-3B,2,CRJ1-B,
CRJ2   (Canadair CL-600 Regional Jet RJ-200) with 1GE035 engines,1GE035,CF34-3A1,2,CRJ2-A,
CRJ2   (Canadair CL-600 Regional Jet RJ-200) with 5GE084 engines **,5GE084,CF34-3B,2,CRJ2-B,
CRJ7   (Canadair Regional Jet CRJ-700) with 5GE083 engines **,5GE083,CF34-8C1,2,CRJ7-A,CRJ700
CRJ7   (Canadair Regional Jet CRJ-700) with 8GE112 engines,8GE112,CF34-8C5B1,2,CRJ7-B,
CRJ9   (Canadair Regional Jet CRJ-900),8GE110,CF34-8C5,2,CRJ9-A,
CRJX   (Bombardier Regional Jet CRJ-1000),8GE104,CF34-8C5A2,2,CRJX-A,
CRUZ   (Csa SportCruiser),FOCA-15,Rotax 912S,1,CRUZ-A,
CVLP   (Convair CV-240 Convairliner),FOCA-9,Generic (>500hp),2,CVLP-A,
D140   (Jodel D-140 Abeille),FOCA-7,O-360-A3A,1,D140-A,
D250   (Centre Est DR-250 Capitaine),FOCA-16,Rotax 914,1,D250-A,
D253   (Centre Est DR-253 Regent),FOCA-16,Rotax 914,1,D253-A,
D28D   (Dornier Do-28D Skyservant),FOCA-18,TIO-540-J2B2,2,D28D-A,
D6   (Auster D-6),FOCA-7,O-360-A3A,1,D6-A,
D7   (Fokker D-7 Replica),FOCA-2,IO-360-A1B6,1,D7-A,
DA2   (Davis DA-2),FOCA-13,Rotax 582 DCDI,1,DA2-A,
DA40   (Diamond DA-40 Diamond Star),FOCA-7,O-360-A3A,1,DA40-A,
DA42   (Diamond DA-42 Twin Star),FOCA-7,O-360-A3A,2,DA42-A,
DA5   (Davis DA-5),FOCA-2,IO-360-A1B6,1,DA5-A,
DAHU   (Pena Dahu),FOCA-7,O-360-A3A,1,DAHU-A,
DC10   (Mcdonnell Douglas DC-10) with 1GE001 engines,1GE001,CF6-6D,3,DC10-F,
DC10   (Mcdonnell Douglas DC-10) with 1GE002 engines,1GE002,CF6-6D1A,3,DC10-G,
DC10   (Mcdonnell Douglas DC-10) with 1GE003 engines,1GE003,CF6-6K,3,DC10-H,
DC10   (Mcdonnell Douglas DC-10) with 1PW033 engines,1PW033,JT9D-59A,3,DC10-I,
DC10   (Mcdonnell Douglas DC-10) with 3GE070 engines,3GE070,CF6-50C,3,DC10-A,
DC10   (Mcdonnell Douglas DC-10) with 3GE072 engines,3GE072,CF6-50C2R,3,DC10-E,
DC10   (Mcdonnell Douglas DC-10) with 3GE073 engines,3GE073,CF6-50C1,3,DC10-B,
DC10   (Mcdonnell Douglas DC-10) with 3GE074 engines **,3GE074,CF6-50C2,3,DC10-C,
DC10   (Mcdonnell Douglas DC-10) with 3GE078 engines,3GE078,CF6-50C2B,3,DC10-D,
DC3   (Douglas DC-3),FOCA-9,Generic (>500hp),2,DC3-A,
DC6   (Douglas DC-6),FOCA-9,Generic (>500hp),4,DC6-A,
DC7   (Douglas DC-7),FOCA-9,Generic (>500hp),4,DC7-A,
DC85   (Mcdonnell Douglas DC-8-50),1PW001,JT3D-3B,4,DC85-A,
DC86   (Mcdonnell Douglas DC-8-60) with 1PW001 engines,1PW001,JT3D-3B,4,DC86-A,
DC86   (Mcdonnell Douglas DC-8-60) with 1PW003 engines **,1PW003,JT3D-7 series,4,DC86-B,
DC87   (Mcdonnell Douglas DC-8-70),1CM003,CFM56-2-C5,4,DC87-A,
DC91   (Mcdonnell Douglas DC-9-10),8PW085,JT8D-7 series,2,DC91-A,
DC92   (Mcdonnell Douglas DC-9-20),1PW008,JT8D-11,2,DC92-A,
DC93   (Mcdonnell Douglas DC-9-30) with 1PW007 engines,1PW007,JT8D-9 series,2,DC93-D,
DC93   (Mcdonnell Douglas DC-9-30) with 1PW010 engines **,1PW010,JT8D-15,2,DC93-A,
DC93   (Mcdonnell Douglas DC-9-30) with 1PW013 engines,1PW013,JT8D-17,2,DC93-B,
DC93   (Mcdonnell Douglas DC-9-30) with 8PW085 engines,8PW085,JT8D-7 series,2,DC93-C,
DC95   (Mcdonnell Douglas DC-9-50) with 1PW013 engines **,1PW013,JT8D-17,2,DC95-A,
DC95   (Mcdonnell Douglas DC-9-50) with 1PW014 engines,1PW014,JT8D-17A,2,DC95-B,
DG50   (Glaser-Dirks DG-500M),FOCA-13,Rotax 582 DCDI,1,DG50-A,
DH60   (De Havilland DH-60 Moth),FOCA-5,O-200,1,DH60-A,
DH82   (De Havilland DH-82 Tiger Moth),FOCA-17,TAE-125-01,1,DH82-A,
DH89   (De Havilland DH-89 Dragon Rapide),FOCA-10,Prop-200hp,2,DH89-A,
DHA3   (De Havilland Australia DHA-3 Drover),FOCA-2,IO-360-A1B6,3,DHA3-A,
DHC2   (De Havilland Canada DHC-2 Mk1 Beaver),FOCA-18,TIO-540-J2B2,1,DHC2-A,
DHC3   (De Havilland Canada DHC-3 Otter),FOCA-18,TIO-540-J2B2,1,DHC3-A,
DHC4   (De Havilland Canada DHC-4 Caribou),FOCA-9,Generic (>500hp),2,DHC4-A,
DIMO   (Diamond Super Dimona),FOCA-13,Rotax 582 DCDI,1,DIMO-A,
DJET   (Diamond D-Jet),7PW078,PW306B,1,DJET-A,
DLTA   (Verhees Delta),FOCA-13,Rotax 582 DCDI,1,DLTA-A,
DO27   (Dornier Do-27),FOCA-3,IO-540-T4A5D,1,DO27-A,
DO28   (Dornier Do-28A),FOCA-4,IO-550-B,2,DO28-A,
DOVE   (De Havilland DH-104 Dove),FOCA-18,TIO-540-J2B2,2,DOVE-A,
DR10   (Centre Est DR-100 Ambassadeur),FOCA-5,O-200,1,DR10-A,
DR22   (Centre Est DR-220 2+2),FOCA-16,Rotax 914,1,DR22-A,
DR30   (Centre Est DR-340 Major),FOCA-7,O-360-A3A,1,DR30-A,
DR40   (Robin DR-400 Ecoflyer),FOCA-7,O-360-A3A,1,DR40-A,
DV20   (Diamond DV-20 Katana),FOCA-6,O-320-E2A,1,DV20-A,
E135   (Embraer EMB-135LR),6AL019,AE3007A3,2,E135-A,ERJ135
E145   (Embraer ERJ-145ER) with 4AL003 engines **,4AL003,AE3007A,2,E145-A,ERJ145
E145   (Embraer ERJ-145ER) with 6AL007 engines,6AL007,AE3007A1,2,E145-B,
E145   (Embraer ERJ-145ER) with 6AL019 engines,6AL019,AE3007A3,2,E145-C,
E170   (Embraer ERJ-170-100),8GE108,CF34-8E5,2,E170-A,
E190   (Embraer ERJ-190) with 11GE144 engines,11GE144,CF34-10E5A1,2,E190-A,
E190   (Embraer ERJ-190) with 11GE146 engines **,11GE146,CF34-10E7,2,E190-B,
E300   (Extra EA-300),FOCA-4,IO-550-B,1,E300-A,
E35L   (Embraer EMB-135BJ Legacy 600) with 6AL019 engines **,6AL019,AE3007A3,2,E35L-B,
E35L   (Embraer EMB-135BJ Legacy 600) with 10AL026 engines,10AL026,AE3007A2,2,E35L-A,
E400   (Extra EA-400),FOCA-18,TIO-540-J2B2,1,E400-A,
E45X   (Embraer EMB-145XR),3CM022,CFM56-5B6/2P,2,E45X-A,
E50P   (Embraer EMB-500 Phenom 100),1PW035,JT15D-1 series,2,E50P-A,
E545   (Embraer EMB-545 Legacy 450),14HN006,HTF7500E,2,E545-A,
E550   (Embraer EMB-550 Legacy 500),14HN006,HTF7500E,2,E550-A,
E55P   (Embraer EMB-505 Phenom 300),1AS001,TFE731-2-2B,2,E55P-A,
E737   (Boeing 737-700 AEWC),8CM051,CFM56-7B26,2,E737-A,
E75L   (Embraer ERJ-170-200) long wing,8GE108,CF34-8E5,2,E75L-A,
E75S   (Embraer ERJ-170-200) short wing,8GE108,CF34-8E5,2,E75S-A,
EA50   (Eclipse Eclipse 500),1PW035,JT15D-1 series,2,EA50-A,
ECHO   (Tecnam Echo),FOCA-15,Rotax 912S,1,ECHO-A,
EDGE   (Zivko Edge 540),FOCA-18,TIO-540-J2B2,1,EDGE-A,
EM10   (Marganski EM-10 Bielik),1PW038,JT15D-5C,1,EM10-A,
EN28   (Enstrom F-28 Falcon),FOCA-19,TSIO-360C,1,EN28-A,
ERCO   (Air Products Aircoupe),FOCA-14,Rotax 912,1,ERCO-A,
EUPA   (Europa Europa),FOCA-15,Rotax 912S,1,EUPA-A,
EV97   (Evektor EV-97 EuroStar),FOCA-15,Rotax 912S,1,EV97-A,
EVOP   (Lancair Evolution Piston),FOCA-18,TIO-540-J2B2,1,EVOP-A,
EVSS   (Evektor SportStar),FOCA-15,Rotax 912S,1,EVSS-A,
EXPR   (Express Express),FOCA-4,IO-550-B,1,EXPR-A,
F100   (Fokker 100),1RR020,Tay 620-15 ,2,F100-A,F100
F104   (Lockheed F-104 Starfighter),8RR043,Spey 511,1,F104-A,
F2   (Mitsubishi F-2),11BR011,BR-700-725A1-12,1,F2-A,
F22   (Lockheed Martin F-22 Raptor),11CM072,CFM56-7B26E,2,F22-A,
F260   (Siai-Marchetti SF-260),FOCA-3,IO-540-T4A5D,1,F260-A,
F28   (Fokker F-28 Fellowship),4RR035,Spey 555,2,F28-A,
F2TH   (Dassault Falcon 2000),14PW103,PW308C - BS 1289,2,F2TH-A,
F70   (Fokker 70),1RR020,Tay 620-15 ,2,F70-A,
F8   (Chance Vought F8 Crusader),11PW100,PW307A,1,F8-A,
F8L   (Aeromere F-8L Falco),FOCA-1,IO-320-DIAD,1,F8L-A,
F900   (Dassault Falcon 900),1AS002,TFE731-3,3,F900-A,
FA10   (Dassault Falcon 100),1AS001,TFE731-2-2B,2,FA10-A,
FA20   (Dassault Falcon 200),1AS002,TFE731-3,2,FA20-A,
FA24   (Fairchild F-24 Argus),FOCA-2,IO-360-A1B6,1,FA24-A,
FA50   (Dassault Falcon 50),1AS002,TFE731-3,3,FA50-A,
FA62   (Fairchild M-62 Cornell),11PW100,PW307A,1,FA62-A,
FA7X   (Dassault Falcon 7X) with 11PW100 engines **,11PW100,PW307A,3,FA7X-A,
FA7X   (Dassault Falcon 7X) with 15PW109 engines,15PW109,PW307D,3,FA7X-B,
FBA2   (Found FBA-2 Expedition E350),FOCA-3,IO-540-T4A5D,1,FBA2-A,
FDCT   (Flight Design CT),FOCA-15,Rotax 912S,1,FDCT-A,
G109   (Grob G-109 Ranger),FOCA-5,O-200,1,G109-A,
G115   (Grob G-115E Tutor),FOCA-7,O-360-A3A,1,G115-A,
G120   (Grob G-120 Snunit),FOCA-3,IO-540-T4A5D,1,G120-A,
G150   (Gulfstream Aerospace Gulfstream G150),1AS002,TFE731-3,2,G150-A,
G15T   (Grob G-115T Acro),FOCA-7,O-360-A3A,1,G15T-A,
G180   (General Aircraft G1-80 Skyfarer),FOCA-14,Rotax 912,1,G180-A,
G200   (Akrotech G-200),FOCA-2,IO-360-A1B6,1,G200-A,
G21   (Grumman G-21A Goose),FOCA-18,TIO-540-J2B2,2,G21-A,
G250   (Gulfstream Aerospace Gulfstream G250),7PW077,PW306A,2,G250-A,
G280   (Gulfstream Aerospace Gulfstream G280),11HN005, HTF7250G,2,G280-A,
G3   (Remos G-3 Mirage),FOCA-15,Rotax 912S,1,G3-A,
G4SG   (Soko G-4 Super Galeb),7PW077,PW306A,1,G4SG-A,
G59   (Fiat G-59),FOCA-9,Generic (>500hp),1,G59-A,
GA20   (Gippsland GA-200 Fatman),FOCA-3,IO-540-T4A5D,1,GA20-A,
GA7   (Grumman American GA-7 Cougar),FOCA-1,IO-320-DIAD,2,GA7-A,
GA8   (Gippsaero GA-8 Airvan),FOCA-4,IO-550-B,1,GA8-A,
GALX   (IAI 1126 Galaxy),7PW077,PW306A,2,GALX-A,
GC1   (Globe GC-1 Swift),FOCA-17,TAE-125-01,1,GC1-A,
GFLY   (Scaled 311 Global Flyer),1PW035,JT15D-1 series,1,GFLY-A,
GL5T   (Bombardier Global 5000),4BR009,BR700-710A2-20,2,GL5T-A,
GLAS   (Glasair Glasair),FOCA-2,IO-360-A1B6,1,GLAS-A,
GLEX   (Bombardier BD-700 Global Express),4BR009,BR700-710A2-20,2,GLEX-A,
GLF2   (Gulfstream American Gulfstream 2),8RR043,Spey 511,2,GLF2-A,
GLF3   (Gulfstream Aerospace Gulfstream 3),8RR043,Spey 511,2,GLF3-A,
GLF4   (Gulfstream Aerospace Gulfstream 4),6RR042,Tay 611-8C,2,GLF4-A,
GLF5   (Gulfstream Aerospace Gulfstream 5),6BR010,BR700-710C4-11,2,GLF5-A,
GLF6   (Gulfstream Aerospace Gulfstream G650),11BR011,BR-700-725A1-12,2,GLF6-A,
GLSP   (New Glastar Sportsman 2+2),FOCA-7,O-360-A3A,1,GLSP-A,
GLST   (Glasair GlaStar),FOCA-7,O-360-A3A,1,GLST-A,
GNAT   (Folland Gnat),7PW077,PW306A,1,GNAT-A,
GOLF   (Tecnam P-96 Golf),FOCA-14,Rotax 912,1,GOLF-A,
GP4   (Osprey GP-4),FOCA-2,IO-360-A1B6,1,GP4-A,
GSPN   (Grob SPn Utility Jet),1PW037,JT15D-5 -5A -5B,2,GSPN-A,
GY80   (Gardan GY-80 Horizon),FOCA-7,O-360-A3A,1,GY80-A,
H111   (Heinkel He-111),FOCA-9,Generic (>500hp),2,H111-A,
H25A   (Hawker Siddeley HS-125-1),1AS002,TFE731-3,2,H25A-A,
H25B   (Hawker Siddeley HS-125-700),1AS002,TFE731-3,2,H25B-A,
H25C   (British Aerospace BAe-125-1000),7PW077,PW306A,2,H25C-A,
H269   (Hughes 269 Sky Knight),FOCA-2,IO-360-A1B6,1,H269-A,
H40   (Hoffmann H-40),FOCA-2,IO-360-A1B6,1,H40-A,
HA4T   (Hawker Beechcraft Hawker 4000),7PW079,PW308A,2,HA4T-A,
HERN   (De Havilland DH-114 Heron),FOCA-3,IO-540-T4A5D,4,HERN-A,
HF20   (Hfb HFB-320 Hansa),7PW079,PW308A,2,HF20-A,
HR10   (Robin HR-100 Tiara),FOCA-4,IO-550-B,1,HR10-A,
HR20   (Robin HR-200),FOCA-16,Rotax 914,1,HR20-A,
HU2   (Shenyang Sailplane HU-2 Petrel),FOCA-14,Rotax 912,1,HU2-A,
HUNT   (Hawker Hunter),4RR035,Spey 555,1,HUNT-A,
HUSK   (Aviat A-1 Husky),FOCA-7,O-360-A3A,1,HUSK-A,
I23   (Pzl-Swidnik I-23 Manager),FOCA-9,Generic (>500hp),1,I23-A,
IL14   (Ilyushin Il-14),FOCA-9,Generic (>500hp),2,IL14-A,
IL62   (Ilyushin Il-62),1AA003,D-30KU,4,IL62-A,
IL76   (Ilyushin Il-76) with 1AA002 engines **,1AA002,D-30KP-2,4,IL76-A,
IL76   (Ilyushin Il-76) with 13AA006 engines,13AA006,PS-90A,4,IL76-B,
IL86   (Ilyushin Il-86),1KK003,NK-86,4,IL86-A,
IL96   (Ilyushin Il-96) with 13AA006 engines **,13AA006,PS-90A,4,IL96-A,
IL96   (Ilyushin Il-96) with 13AA007 engines,13AA007,PS-90A1,4,IL96-B,
IR23   (Ica IAR-823),FOCA-4,IO-550-B,1,IR23-A,
IS28   (Iar IS-28M2),FOCA-13,Rotax 582 DCDI,1,IS28-A,
J2   (Piper J-2 Cub),FOCA-13,Rotax 582 DCDI,1,J2-A,
J328   (Fairchild Dornier 328JET),7PW078,PW306B,2,J328-A,
JAB4   (Jabiru Jabiru J400),FOCA-17,TAE-125-01,1,JAB4-A,
JABI   (Jabiru Jabiru SP),FOCA-7,O-360-A3A,1,JABI-A,
JARO   (Jackaroo Thruxton Jackaroo),FOCA-17,TAE-125-01,1,JARO-A,
JCOM   (Aero Commander 1121 Jet Commander),1PW037,JT15D-5 -5A -5B,2,JCOM-A,
JPRO   (Bac 145 Jet Provost),1PW035,JT15D-1 series,1,JPRO-A,
JU52   (Junkers Ju-52/3m),FOCA-18,TIO-540-J2B2,3,JU52-A,
KA26   (Kamov Ka-26),FOCA-20,TSIO-520-WB,2,KA26-A,
KFIR   (IAI Kfir),3CM022,CFM56-5B6/2P,1,KFIR-A,
KP2   (Jihlavan KP-2 Skyleader 150),FOCA-14,Rotax 912,1,KP2-A,
L10   (Lockheed L-10 Electra),FOCA-12,Prop-500hp,2,L10-A,
L101   (Lockheed L-1011 TriStar) with 1RR003 engines,1RR003,RB211-22B,3,L101-A,
L101   (Lockheed L-1011 TriStar) with 1RR005 engines **,1RR005,RB211-524B series,3,L101-B,
L12   (Lockheed L-12 Electra Junior),FOCA-18,TIO-540-J2B2,2,L12-A,
L14   (Lockheed L-14 Hudson),FOCA-9,Generic (>500hp),2,L14-A,
L200   (Let L-200 Morava),FOCA-2,IO-360-A1B6,2,L200-A,
L29   (Aero L-29 Delfin),1PW035,JT15D-1 series,1,L29-A,
L29A   (Lockheed L-1329 Jetstar 6),1AS002,TFE731-3,4,L29A-A,
L29B   (Lockheed L-1329 Jetstar 2),1AS002,TFE731-3,4,L29B-A,
L37   (Lockheed L-137 Ventura),FOCA-9,Generic (>500hp),2,L37-A,
L39   (Aero L-139 Albatros),1AS002,TFE731-3,1,L39-A,
L40   (Orlican L-40 Meta Sokol),FOCA-17,TAE-125-01,1,L40-A,
L60   (Aero L-60 Brigadyr),5GE084,CF34-3B,1,L60-A,
L8   (Luscombe 8 Trainer),FOCA-5,O-200,1,L8-A,
LA25   (Lake LA-250 Seafury),FOCA-8,O-540-J3C5D,1,LA25-A,
LA4   (Lake LA-4 Buccaneer),FOCA-2,IO-360-A1B6,1,LA4-A,
LA8   (Aerovolga LA-8 Flagman),FOCA-8,O-540-J3C5D,2,LA8-A,
LANC   (Avro Lancaster),FOCA-9,Generic (>500hp),4,LANC-A,
LCA   (Ada LCA Tejas),8GE113,CF34-8E2,1,LCA-A,
LEG2   (Lancair Legacy),FOCA-4,IO-550-B,1,LEG2-A,
LGEZ   (Rutan 61 Long-EZ),FOCA-16,Rotax 914,1,LGEZ-A,
LJ23   (Lear Jet 23),1PW037,JT15D-5 -5A -5B,2,LJ23-A,
LJ24   (Lear Jet 24),1PW037,JT15D-5 -5A -5B,2,LJ24-A,
LJ25   (Lear Jet 25),1PW037,JT15D-5 -5A -5B,2,LJ25-A,
LJ31   (Learjet 31),1AS001,TFE731-2-2B,2,LJ31-A,
LJ35   (Learjet 35),1AS001,TFE731-2-2B,2,LJ35-A,
LJ40   (Learjet 40),1AS001,TFE731-2-2B,2,LJ40-A,
LJ45   (Learjet 45),1AS001,TFE731-2-2B,2,LJ45-A,
LJ55   (Learjet 55),1AS002,TFE731-3,2,LJ55-A,
LJ60   (Learjet 60),7PW077,PW306A,2,LJ60-A,
LJ70   (Learjet 70),1AS002,TFE731-3,2,LJ70-A,
LJ75   (Learjet 75),1AS002,TFE731-3,2,LJ75-A,
LNC2   (Lancair Lancair 200),FOCA-1,IO-320-DIAD,1,LNC2-A,
LNC4   (Lancair Lancair 4),FOCA-18,TIO-540-J2B2,1,LNC4-A,
LNCE   (Lancair Lancair ES),FOCA-4,IO-550-B,1,LNCE-A,
M17   (Myasishchev M-17 Stratosfera),1AA003,D-30KU,1,M17-A,
M18   (Pzl-Mielec M-18 Dromader),FOCA-9,Generic (>500hp),1,M18-A,
M2   (Kubicek M-2 Scout),FOCA-15,Rotax 912S,1,M2-A,
M200   (Aero Commander Commander 200),FOCA-4,IO-550-B,1,M200-A,
M203   (Myasishchev M-203 Barsuk),FOCA-18,TIO-540-J2B2,1,M203-A,
M20P   (Mooney M-20G Statesman),FOCA-4,IO-550-B,1,M20P-A,
M20T   (Mooney M-20M TLS),FOCA-4,IO-550-B,1,M20T-A,
M21   (Pzl-Mielec M-21 Dromader Mini),FOCA-9,Generic (>500hp),1,M21-A,
M212   (Lambert M-212 Mission),FOCA-7,O-360-A3A,1,M212-A,
M22   (Mooney M-22 Mustang),FOCA-4,IO-550-B,1,M22-A,
M26   (Pzl-Mielec M-26 Air Wolf),FOCA-4,IO-550-B,1,M26-A,
M346   (Aermacchi M-346 Master),14HN006,HTF7500E,2,M346-A,
M360   (Aircraft Technologies Meyer-360),FOCA-2,IO-360-A1B6,1,M360-A,
M5   (Maule M-5 Strata Rocket),FOCA-8,O-540-J3C5D,1,M5-A,
M55   (Myasishchev M-55 Geophysica),1AA003,D-30KU,2,M55-A,
M6   (Maule M-6 Super Rocket),FOCA-8,O-540-J3C5D,1,M6-A,
M7   (Maule M-7-260 Super Rocket),FOCA-8,O-540-J3C5D,1,M7-A,
M8   (Maule M-8),FOCA-8,O-540-J3C5D,1,M8-A,
MC90   (Monocoupe 90),FOCA-5,O-200,1,MC90-A,
MCR1   (Dyn'Aero MCR-01),FOCA-14,Rotax 912,1,MCR1-A,
MCR4   (Dyn'Aero MCR-4),FOCA-16,Rotax 914,1,MCR4-A,
MD11   (Mcdonnell Douglas MD-11) with 1PW052 engines,1PW052,PW4460,3,MD11-B,
MD11   (Mcdonnell Douglas MD-11) with 1PW059 engines,1PW059,PW4x62,3,MD11-C,
MD11   (Mcdonnell Douglas MD-11) with 2GE049 engines **,2GE049,CF6-80C2D1F,3,MD11-A,
