ENBO,308.9471406,306.8735426,143.1450175,153.8801601
ENBR,483.401672,491.3606396,193.4122018,212.0272206
ENBS,135.4235638,151.8232044,123.0447761,120.055918
ENBV,169.7692308,184.0776699,119.9215686,120
ENCN,413.3323015,433.5297403,206.2361282,202.1770234
ENDU,377.1428571,497.1518325,188.971368,212.8907923
ENEV,409.1332041,428.1634848,167.4253521,179.9825277
ENFG,400.2380952,392.8227571,188.2797732,188
ENFL,305.7559478,316.1329305,213.0301811,226.1345496
ENGM,661.5696516,670.388731,251.8447223,234.0335852
ENHD,351.4798973,373.7507711,194.0043223,195.8679245
ENHF,159.4317578,156.8252327,121.8127866,130.3734657
ENHK,120.7708779,126.0594059,120,119.8807157
ENHV,153.6960986,140.0787402,108.4518828,105.7647059
ENKB,329.9469965,305.3623188,136.4482153,137.7839335
ENKR,260.19781,254.8127341,126.8875982,137.9944632
ENLK,137.7918906,137.0562771,120.2653563,120.0288184
ENMH,120.4809619,122.1448213,79.87804878,80.62146893
ENML,381.5627645,377.8272251,159.8089888,151.0641201
ENMS,140.1054018,134.8271447,120.1936376,120.0784314
ENNA,163.0040816,149.6645367,123.4946678,122.7575277
ENNK,176.9620253,171.1010009,119.8243902,118.6326345
ENNM,124.458498,124.009009,117.9968203,117.3141123
ENOL,1140,1140,420,420
ENOV,145.5445545,139.0960452,79.9279928,79.72239748
ENRA,156.6568699,140.240708,119.9553405,120.0638978
ENRM,153.5953979,141.6880734,119.7667638,120.2197802
ENRO,245.2264808,224.8504983,148.668942,134.9006623
ENRS,148.6956522,128.4955752,116.7213115,105.7894737
ENRY,1140,558.6099943,420,219.0935845
ENSB,283.2679739,283.4526316,181.9693654,233.9872068
ENSD,146.512866,146.832618,79.52205882,84.3554007
ENSG,134.0348037,143.5536209,116.9142857,115.0039651
ENSH,137.5554354,133.7003058,119.6735582,112.749616
ENSK,130.778292,127.2798434,91.01351351,95.10763209
ENSN,1140,207.2164948,420,118.4228571
ENSO,216.6633761,435.627907,139.8963731,166.031746
ENSR,122.890625,119.1356543,96.64482307,85.46553809
ENSS,132.4075924,141.8973863,122.2289157,122.5409047
ENST,136.4476155,135.9658485,110.8326967,111.2320917
ENTC,414.7620083,411.0212378,156.6370158,161.7318201
ENTO,549.1913514,549.3861867,188.5376252,218.5281647
ENVA,465.1650196,454.761611,162.0375829,177.0446342
ENVD,156.9872276,164.212766,117.2040586,120.2570511
ENVR,1140,1140,420,420
ENZV,491.7437722,523.7738908,215.7667513,222.7121187
EPBY,1140,1140,420,420
EPGD,509.7733828,554.988147,165.729596,178.6735402
EPKK,531.9652174,525.3293562,452.8208817,432.3620863
EPKT,647.538394,684.1212534,292.5353357,270.8722344
EPLB,1140,1140,420,420
EPLL,298.1986143,388.6956522,284.4444444,344.028777
EPMO,1140,1140,420,420
