MAX_DELAY, STEP_DOMAIN, START_UPPER, STEP_UPPER, START_LOWER, STEP_LOWER, day,dataInstance,checkAircraftBreakdownPeriod,checkAircraftCapacity,checkAircraftCreation,checkAircraftSwap,checkAirportCapacity,checkCancellationofCreatedRotation,checkFixedFlights,checkFlight,checkItinerary,checkPassengerReac,checkRotation,costs, deltaTime, totalDelay, totalCancel, newFlight, taxiFlight
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1812,X03_DATA,0,0,0,0,0,0,0,0,20220,776,0,2702032.9,717.3149011,56580,4,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1818,B_01,0,0,0,0,0,0,0,0,14558,6316,0,17665145.4,1074.47308,19380,108,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1820,B_08,0,0,0,0,0,0,0,0,14640,6551,0,21008856.65,1234.905949,21360,105,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1821,B_03,0,0,0,0,0,0,0,0,16428,6318,0,17357724.45,1299.48944,21360,105,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1822,B_04,0,0,0,0,0,0,0,0,20168,8111,0,20224559,1324.543808,29880,127,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1822,B_09,0,0,0,0,0,0,0,0,17528,8348,0,24485788.65,1329.136663,29880,127,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1823,XB01_DATA,0,0,0,0,0,0,0,0,16343,6186,0,18863732.05,1381.690256,19380,106,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1825,XB02_DATA,0,0,0,0,0,0,0,0,19720,27616,0,78171403.1,1530.996739,62940,169,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1828,B_05,0,0,0,0,0,0,0,0,15638,25805,0,76370529.35,1670.555098,50340,178,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1828,XB04_DATA,0,0,0,0,0,0,0,0,20488,26736,0,96156396.2,1667.978372,50160,205,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1828,A10_6088590,0,0,0,0,0,0,0,0,29241,9043,0,15474885.5,1712.582482,137460,55,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1828,B_10,0,0,0,0,0,0,0,0,18789,24539,0,94834820,1694.899987,50340,178,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1829,A05_6088570,0,0,0,0,0,0,0,0,33312,10999,0,12970893.45,1769.95492,137460,55,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1832,XA04_DATA,0,0,0,0,0,0,0,0,28992,10713,0,17373535.25,1914.939397,142380,80,,
1020,60,3.00E+12,1.00E+11,40000,20000,20210228_1832,XA02_DATA,0,0,0,0,0,0,0,0,30853,13833,0,14742823.5,1956.221987,142380,80,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1900,A02_6088570,0,0,0,0,0,0,0,0,5463,0,0,45984.1,13.72317743,1200,0,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1900,A07_6088590,0,0,0,0,0,0,0,0,4882,0,0,57620.75,13.17513967,1200,0,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,31.76861215,2580,0,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,31.30655146,2580,0,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,A03_6088570,0,0,0,0,0,0,0,0,5223,88,0,546369.2,41.11336184,3300,4,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,A08_6088590,0,0,0,0,0,0,0,0,5650,90,0,778447.45,43.13465738,3300,4,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,XA03_DATA,0,0,0,0,0,0,0,0,5650,403,0,1499075.15,46.98695302,3300,9,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1901,XA01_DATA,0,0,0,0,0,0,0,0,5223,178,0,1046238.95,46.30190158,3300,9,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1903,A04_6088570,0,0,0,0,0,0,0,0,11721,354,0,464614.65,148.7844095,24480,1,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1903,A09_6088590,0,0,0,0,0,0,0,0,9622,265,0,533075.8,155.2124383,24480,1,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1908,X01_DATA,0,0,0,0,0,0,0,0,15967,1190,0,2554408.5,502.5270314,42240,9,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1908,X04_DATA,0,0,0,0,0,0,0,0,513,901,0,2168904.95,463.1948693,240,6,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1913,B_03,0,0,0,0,0,0,0,0,17957,6500,0,17914608.75,772.4044647,25620,108,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1913,B_07,0,0,0,0,0,0,0,0,14631,6101,0,24987583.2,786.1230161,19500,144,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1914,B_02,0,0,0,0,0,0,0,0,16334,6676,0,20881420.35,830.4353752,19500,144,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1907,X02_DATA,0,0,0,0,0,0,0,0,1102,1190,0,1961194.5,433.3255239,0,9,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1910,X03_DATA,0,0,0,0,0,0,0,0,20220,776,0,2702032.9,604.3855555,56580,4,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1916,B_06,0,0,0,0,0,0,0,0,13790,6236,0,21319413.05,955.3451374,19380,108,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1916,XB03_DATA,0,0,0,0,0,0,0,0,15488,7138,0,24541802.45,958.8568723,19200,108,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1916,B_08,0,0,0,0,0,0,0,0,16000,7227,0,21583389.95,952.059304,25620,108,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1916,XB01_DATA,0,0,0,0,0,0,0,0,15833,6411,57,18837569.15,974.052495,19020,106,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1916,B_01,0,0,0,0,0,0,0,0,14558,6316,0,17665145.4,981.6872227,19380,108,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1918,B_04,0,0,0,0,0,0,0,0,18638,7934,0,20790126.05,1048.452639,33720,130,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1919,A05_6088570,0,0,0,0,0,0,0,0,34247,10237,0,11782959.45,1114.169588,154140,43,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1919,A10_6088590,0,0,0,0,0,0,0,0,31451,7917,0,13983277.7,1118.046782,154140,43,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1919,B_09,0,0,0,0,0,0,0,0,16338,8755,0,24909124.55,1119.882111,33720,130,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1919,XB02_DATA,0,0,0,0,0,0,0,0,19125,27121,0,77942033.2,1132.532807,64980,176,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1920,XA04_DATA,0,0,0,0,0,0,0,0,30189,10603,0,17238235,1161.283648,151920,72,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1920,XA02_DATA,0,0,0,0,0,0,0,0,31284,13505,0,14439480.8,1182.097176,151920,72,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1922,XB04_DATA,0,0,0,0,0,0,0,0,22103,27138,0,97296875,1288.602468,61800,197,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1922,B_10,0,0,0,0,0,0,0,0,20404,25798,0,96046260,1294.635271,55560,171,,
1020,60,3.00E+12,2.00E+11,40000,20000,20210228_1922,B_05,0,0,0,0,0,0,0,0,16913,26113,0,77188208.1,1326.411025,55560,171,,
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,15.29223204,1500,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,14.03707361,1260,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,12.4524374,1260,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,14.2515738,1500,3,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,15.2246747,1500,3,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,15.65071034,1500,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,31.47125578,2580,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1520,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,30.60564399,2580,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1522,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,155.8283024,24180,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1522,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,158.8495553,24180,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1525,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,318.7925718,0,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1531,B_01,0,0,0,0,0,0,0,0,15231,6360,0,16582880.5,716.729794,19980,94,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1526,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2480018.9,397.2793274,42240,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1526,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,378.4691038,0,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1533,B_03,0,0,0,0,0,0,0,0,16166,7168,0,17678534.15,810.1007156,22200,99,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1533,B_08,0,0,0,0,0,0,0,0,15818,6680,0,20929492.2,834.3742824,22200,99,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1528,X03_DATA,0,0,0,0,0,0,0,0,19962,1616,0,5525406.2,511.5428548,56460,9,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1533,B_06,0,0,0,0,0,0,0,0,14628,5693,0,19678203.4,815.8163497,19980,94,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1535,XB03_DATA,0,0,0,0,0,0,0,0,17093,7855,46,25337233.2,944.5705149,29880,109,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1535,XB01_DATA,0,0,0,0,0,0,0,0,19055,7850,57,19448551.9,960.9212112,29760,103,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1538,XA04_DATA,0,0,0,0,0,0,0,0,30434,10267,46,17754688.3,1120.508794,155940,79,-1,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1538,XA02_DATA,0,0,0,0,0,0,0,0,32608,13809,46,14931764.15,1146.686181,155940,79,-1,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1538,B_04,0,0,0,0,0,0,0,0,22031,9415,0,20380647.75,1136.300763,37680,124,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1539,A10_6088590,0,0,0,0,0,0,0,0,32122,9395,0,15934541.9,1202.875583,166260,61,-1,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1539,B_09,0,0,0,0,0,0,0,0,19131,9379,0,24446483.8,1188.135468,37680,124,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1540,XB04_DATA,0,0,0,0,0,0,0,0,21076,27409,45,96375695.3,1213.940008,77520,236,-1,35
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1540,A05_6088570,0,0,0,0,0,0,0,0,33370,12670,0,13373381,1243.054608,166260,61,-1,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1540,B_02,0,0,0,0,0,0,0,0,21933,12103,60,36677402.4,1229.93445,29040,208,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1540,B_07,0,0,0,0,0,0,0,0,18871,11706,60,44735968.8,1239.907322,29040,208,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1541,XB02_DATA,0,0,0,0,0,0,0,0,21571,26656,45,77049793.5,1291.363476,72480,218,-1,36
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1541,B_10,0,0,0,0,0,0,0,0,25143,25497,0,94625850.7,1305.809707,79380,215,-1,37
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1541,B_05,0,0,0,0,0,0,0,0,21061,26436,0,77075113.05,1311.625663,79380,215,-1,37
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A02_6088570,0,0,0,0,0,0,0,0,5463,0,0,45984.1,13.53130674,1200,0,1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A07_6088590,0,0,0,0,0,0,0,0,4882,0,0,57620.75,13.95868802,1200,0,1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,30.86021876,2580,0,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,XA01_DATA,0,0,0,0,0,0,0,0,5223,178,0,1046238.95,44.82232094,3300,8,3,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,41.11812401,2580,0,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A08_6088590,0,0,0,0,0,0,0,0,5650,90,0,778447.45,44.36189795,3300,3,3,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,XA03_DATA,0,0,0,0,0,0,0,0,5650,403,0,1499075.15,46.10210633,3300,8,3,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1546,A03_6088570,0,0,0,0,0,0,0,0,5223,88,0,546369.2,44.76597214,3300,3,3,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1548,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,160.424228,24180,1,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1548,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,165.9782939,24180,1,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1554,B_02,0,0,0,0,0,0,44,0,15313,6497,0,19935279.55,475.392452,20880,112,28,1
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1554,B_07,0,0,0,0,0,0,44,0,14291,6102,0,23711828.9,528.673305,20880,112,28,1
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1551,X02_DATA,0,0,0,0,0,0,0,0,1102,1190,0,1961194.5,340.4897716,0,9,8,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1551,X04_DATA,0,0,0,0,0,0,0,0,513,901,0,2168904.95,355.6923757,240,6,2,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1553,X01_DATA,0,0,0,0,0,0,0,0,15967,1190,0,2539858.5,449.1057229,42240,9,8,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1558,B_01,0,0,0,0,0,0,0,0,15231,6360,0,16582880.5,750.3734753,19980,94,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1559,B_06,0,0,0,0,0,0,0,0,14628,5693,0,19678203.4,798.1490622,19980,94,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1553,X03_DATA,0,0,0,0,0,0,0,0,20475,776,0,2706601.9,447.9436967,57180,4,4,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1559,XB01_DATA,0,0,0,0,0,0,0,0,16421,7579,57,19713518.75,832.7890272,25020,109,2,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1600,B_03,0,0,0,0,0,0,0,0,16166,7168,0,17678534.15,863.1626706,22200,101,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1600,B_08,0,0,0,0,0,0,0,0,15818,6680,0,20929492.2,876.1136684,22200,101,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1600,XB03_DATA,0,0,0,0,0,0,0,0,16328,7632,0,24508113.9,877.113291,22500,109,3,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1604,B_09,0,0,0,0,0,0,0,0,19131,9379,0,24446483.8,1093.912416,37680,124,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1604,B_04,0,0,0,0,0,0,0,0,22031,9415,0,20380647.75,1114.02906,37680,124,0,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1605,XA04_DATA,0,0,0,0,0,0,0,0,32634,10627,0,17241635.25,1144.176759,152400,79,8,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1605,A05_6088570,0,0,0,0,0,0,0,0,33370,12670,0,13373381,1150.676639,166260,61,0,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1605,XB02_DATA,0,0,0,0,0,0,0,0,21574,27960,0,80323908.55,1140.287839,75240,232,4,35
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1605,XB04_DATA,0,0,0,0,0,0,0,0,23285,27540,0,97282323.85,1137.269585,84720,223,2,35
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1606,A10_6088590,0,0,0,0,0,0,0,0,32122,9395,0,15934541.9,1195.710007,166260,61,0,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1606,XA02_DATA,0,0,0,0,0,0,0,0,35149,13586,0,14377296.55,1214.497211,152400,79,8,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1607,B_10,0,0,0,0,0,0,0,0,25143,25497,0,94625850.7,1281.48268,79380,215,0,37
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1607,B_05,0,0,0,0,0,0,0,0,21061,26436,0,77075113.05,1302.143139,79380,215,0,37
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1737,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,14.56127119,1260,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1737,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,15.17334676,1500,3,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1737,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,15.51737237,1500,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1737,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,15.1493454,1260,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1738,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,15.97684479,1500,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1738,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,17.9435606,1500,3,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1738,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,32.40828228,2580,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1738,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,32.0692966,2580,0,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1740,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,151.8979495,24180,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1740,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,158.0065022,24180,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1742,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,312.2144771,0,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1744,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,386.8404262,0,1,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1744,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2480018.9,393.6705863,42240,8,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1749,B_06,0,0,0,0,0,0,0,0,14628,5693,0,19678203.4,680.0279443,19980,94,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1746,X03_DATA,0,0,0,0,0,0,0,0,19962,1616,0,5525406.2,498.2415218,56460,9,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1750,B_01,0,0,0,0,0,0,0,0,15231,6360,0,16582880.5,736.9237113,19980,94,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1750,B_08,0,0,0,0,0,0,0,0,15818,6680,0,20929492.2,771.8088269,22200,99,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1752,XB01_DATA,0,0,0,0,0,0,0,0,19055,7850,57,19448551.9,864.148596,29760,103,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1752,B_03,0,0,0,0,0,0,0,0,16166,7168,0,17678534.15,900.5394013,22200,99,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1754,XB03_DATA,0,0,0,0,0,0,0,0,17093,7855,46,25337233.2,976.7429135,29880,109,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1755,B_09,0,0,0,0,0,0,0,0,19131,9379,0,24446483.8,1053.836181,37680,124,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1756,XA02_DATA,0,0,0,0,0,0,0,0,32608,13809,46,14931764.15,1118.243269,155940,79,-1,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1756,XA04_DATA,0,0,0,0,0,0,0,0,30434,10267,46,17754688.3,1132.914104,155940,79,-1,15
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1756,B_04,0,0,0,0,0,0,0,0,22031,9415,0,20380647.75,1128.576233,37680,124,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1757,A10_6088590,0,0,0,0,0,0,0,0,32122,9395,0,15934541.9,1202.47645,166260,61,-1,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1757,B_02,0,0,0,0,0,0,0,0,21933,12103,60,36677402.4,1208.960959,29040,208,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1758,A05_6088570,0,0,0,0,0,0,0,0,33370,12670,0,13373381,1227.204539,166260,61,-1,14
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1757,B_07,0,0,0,0,0,0,0,0,18871,11706,60,44735968.8,1203.565532,29040,208,-1,0
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1758,XB04_DATA,0,0,0,0,0,0,0,0,21076,27409,45,96375695.3,1236.780856,77520,236,-1,35
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1758,XB02_DATA,0,0,0,0,0,0,0,0,21571,26656,45,77049793.5,1268.283986,72480,218,-1,36
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1759,B_05,0,0,0,0,0,0,0,0,21061,26436,0,77075113.05,1279.882972,79380,215,-1,37
1021,60,3.00E+12,1.00E+11,40000,10000,20210320_1759,B_10,0,0,0,0,0,0,0,0,25143,25497,0,94625850.7,1310.677551,79380,215,-1,37
1021,60,3E+12,1E+11,40000,10000,20210322_1906,A02_6088570,0,0,0,0,0,0,0,0,5463,0,0,45984.1,21.59102798,1200,0,1,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1906,A07_6088590,0,0,0,0,0,0,0,0,4882,0,0,57620.75,22.84517026,1200,0,1,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,39.17219591,2580,0,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,39.13815522,2580,0,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,A03_6088570,0,0,0,0,0,0,0,0,5223,88,0,546369.2,44.35016227,3300,3,3,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,A08_6088590,0,0,0,0,0,0,0,0,5650,90,0,778447.45,53.32280755,3300,3,3,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,XA03_DATA,0,0,0,0,0,0,0,0,5650,403,0,1499075.15,52.42421103,3300,8,3,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1907,XA01_DATA,0,0,0,0,0,0,0,0,5223,178,0,1046238.95,53.65881824,3300,8,3,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1909,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,166.6297982,24180,1,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1909,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,169.4290738,24180,1,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1916,B_02,0,0,0,0,0,0,44,0,15313,6940,0,20457181.45,574.0447552,20880,113,28,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1916,B_07,0,0,0,0,0,0,44,0,14291,6588,0,24469679.6,622.3346124,20880,113,28,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1912,X02_DATA,0,0,0,0,0,0,0,0,1102,1190,0,1961194.5,381.2346389,0,9,8,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1912,X04_DATA,0,0,0,0,0,0,0,0,513,901,0,2168904.95,379.1243243,240,6,2,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1914,X01_DATA,0,0,0,0,0,0,0,0,15967,1190,0,2539858.5,476.7325487,42240,9,8,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1920,B_08,0,0,0,0,0,0,0,0,15818,6680,0,20929492.2,835.2072408,22200,101,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1915,X03_DATA,0,0,0,0,0,0,0,0,20475,776,0,2706601.9,516.8561213,57180,4,4,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1922,B_01,0,0,0,0,0,0,0,0,15231,6360,0,16582880.5,939.9558067,19980,94,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1922,B_03,0,0,0,0,0,0,0,0,16166,7168,0,17678534.15,959.6076117,22200,101,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1922,B_06,0,0,0,0,0,0,0,0,14628,5693,0,19678203.4,975.9037619,19980,94,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1922,XB03_DATA,0,0,0,0,0,0,0,0,16328,7632,0,24508113.9,968.1154914,22500,109,3,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1923,XB01_DATA,0,0,0,0,0,0,0,0,16421,7579,57,19713518.75,995.5877876,25020,109,2,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1926,B_04,0,0,0,0,0,0,0,0,22031,9415,0,20380647.75,1187.633156,37680,124,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1926,B_09,0,0,0,0,0,0,0,0,19131,9379,0,24446483.8,1206.383524,37680,124,0,-1
1021,60,3E+12,1E+11,40000,10000,20210322_1927,A10_6088590,0,0,0,0,0,0,0,0,24240,13533,0,19196691.9,1258.343031,128700,96,0,-1
